category_id,category_title,subcategory_title,product_id,product_title,price,currency,description_plain,description_html,image_url,product_url
74,Mama Mia Sushi,Mama Mia Sushi,681232,BOSTON GREEN ROLL,550,₺,"Somon, krem peynir, iceberg salatalık, trüf mayonez, çıtır patates 20 gr. Somon Füme","<p>Somon, krem peynir, iceberg salatalık, trüf mayonez, çıtır patates</p><p>20 gr. Somon Füme</p>",https://cdn.pardonapp.co/products/fe514789-8682-4de1-bdb2-c7d96674f79c.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681233,NİYOKKİ YELLOW ROLL,550,₺,"Somon avokado, krem peynir, salatalık, yengeç, surimi, sarı yosun yaprağı 20 gr. Somon Füme - 20 gr. Surumi","<p>Somon avokado, krem peynir, salatalık, yengeç, surimi, sarı yosun yaprağı</p><p>20 gr. Somon Füme - 20 gr. Surumi</p>",https://cdn.pardonapp.co/products/3c7aaf69-7df3-49ae-89c2-eadb6cf56b05.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681234,MİROSHİMA PİNK ROLL,550,₺,"Pembe yosun yaprağı, füme somon, yengeç, yeşil soğan, trüf mayonez, salatalık Somon Füme 20 gr. - Surumi 20 gr.","<p>Pembe yosun yaprağı, füme somon, yengeç,&nbsp; yeşil soğan, trüf mayonez, salatalık</p><p>Somon Füme 20 gr. - Surumi 20 gr.</p>",https://cdn.pardonapp.co/products/6346bf89-066c-491d-938b-0956180bdcda.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681235,CHIBA ROLL,580,₺,"Sarı soya kağıdı, tempura karides (0,020 kg), krem peynir, salatalık, trüf mayonez, çıtır patates, wasabi, soya sosu, zencefil turşusu","Sarı soya kağıdı, tempura karides (0,020 kg), krem peynir, salatalık, trüf mayonez, çıtır patates, wasabi, soya sosu, zencefil turşusu",https://cdn.pardonapp.co/products/c85632c7-874f-4613-b354-e6ed2f997c15.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681236,EBİ NİGİRİ,310,₺,"Pirinç, karides (0,020 kg), yosun, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, karides (0,020 kg), yosun, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/cd5d89ae-3acd-4e79-a402-45af5e889664.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681237,FUJİ ROLL,550,₺,"Pirinç, yengeç (0,020 kg), karides (0,02kg), avokado, salatalık, yosun, krem preynir, yeşil panko, teriyaki sos, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, yengeç (0,020 kg), karides (0,02kg), avokado, salatalık, yosun, krem preynir, yeşil panko, teriyaki sos, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/4918d05e-fb67-43cf-b210-8b090de3a111.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681238,GHEİSHA ROLL,550,₺,"Pirinç, karides (0,020 kg), salatalık, havuç, avokado, yosun, rock'n roll sos, teriyaki sos, kibrit patates, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, karides (0,020 kg), salatalık, havuç, avokado, yosun, rock'n roll sos, teriyaki sos, kibrit patates, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/096038e4-e9c6-4b9d-afbe-c427dccd13ef.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681239,GREEN DRAGON ROLL,580,₺,"Pirinç, yengeç salatası (0.020 kg), krem peynir, avokado, yeşil panko, yosun, fümelenmiş somon (0,020 kg), rock'n roll sos, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, yengeç salatası (0.020 kg), krem peynir, avokado, yeşil panko, yosun, fümelenmiş somon (0,020 kg), rock'n roll sos, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/4a621ccc-1c6d-4224-ab50-9a956707937b.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681240,HEVSEL MAKİ,540,₺,"Pirinç, tempura somon (0.020 kg), avokado, salatalık, mayonez, yosun, kırmızı panko, yeşil panko, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, tempura somon (0.020 kg), avokado, salatalık, mayonez, yosun, kırmızı panko, yeşil panko, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/78aafd97-9cde-43f7-bfce-8f1a0c9c543b.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681241,KANİ GİRİ,300,₺,"Pirinç, yengeç (0,020 kg), yosun, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, yengeç (0,020 kg), yosun, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/42ee4e1d-c400-4aac-9407-79f9a5c6c402.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681242,Kİ BOKİ ROLL,560,₺,"Pirinç, yengeç (0,020 kg), somon, avokado, yosun, krem peynir, kırmızı panko, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, yengeç (0,020 kg), somon, avokado, yosun, krem peynir, kırmızı panko, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/52231ebe-a197-4307-bc43-7a52acc76f27.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681243,MİTAKA ROLL,570,₺,"Sarı soya kağıdı, somon (0,020 kg), krem peynir, salatalık, avokado, yengeç salatası, rock'n roll sos, kajun baharatlı, wasabi, soya sosu, zencefil turşusu","<p>Sarı soya kağıdı, somon (0,020 kg), krem peynir, salatalık, avokado, yengeç salatası, rock'n roll sos, kajun baharatlı, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/8d3f155d-7a24-4f8a-aeea-fb24cbce2bcc.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681244,NİYOKKİ SHRİMP ROLL,540,₺,"Pirinç, tempura karides (0,020 kg), avokado, havuç, salatalık, krem peynir, yosun, yeşil panko, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, tempura karides (0,020 kg), avokado, havuç, salatalık, krem peynir, yosun, yeşil panko, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/f8108768-6ed7-4043-b483-4e44ac2081bb.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681245,NUPİ ROLL,560,₺,"Pirinç, somon (0,020 kg), avokado, salatalık, mayonez, yosun, yengeç salatası (0,020 kg), rock'n roll, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, somon (0,020 kg), avokado, salatalık, mayonez, yosun, yengeç salatası (0,020 kg), rock'n roll, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/6a98e1dd-bedb-4165-a055-bbde16daa95e.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681246,RED KİNG ROLL,560,₺,"Pirinç, somon (0,020 kg), yengeç (0,02 kg), salatalık, yosun, krem peynir, kırmızı panko, rock'n roll sos, ince taze soğan, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, somon (0,020 kg), yengeç (0,02 kg), salatalık, yosun, krem peynir, kırmızı panko, rock'n roll sos, ince taze soğan, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/4908d732-f427-4061-8e43-a2230e3976ca.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681247,RED SAKURA ROLL,560,₺,"Pirinç, karides (0,020 kg), somon (0,02 kg), avokado, krem peynir, yosun, kırmızı panko, trüf mayonez, çıtır patates, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, karides (0,020 kg), somon (0,02 kg), avokado, krem peynir, yosun, kırmızı panko, trüf mayonez, çıtır patates, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/3d06c203-a550-4318-84bc-2a9794230979.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681248,SAKE AVOKADO NİGİRİ,310,₺,"Pirinç, somon (0,020 kg), avokado, yosun, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, somon (0,020 kg), avokado, yosun, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/4fa8019e-9f37-46d1-8d46-c25db601d872.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681249,SPİCY RED SALMON,550,₺,"Pirinç, somon (0,020 kg), salatalık, krem peynir, yosun, acı sos, susam, çörek otu, pul biber, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, somon (0,020 kg), salatalık, krem peynir, yosun, acı sos, susam, çörek otu, pul biber, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/40272298-ddd3-4bd9-92ef-4c30fe770660.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681250,STRWABERRY ROLL,540,₺,"Pirinç, kızarmış karides (0,020 kg), salatalık, avokado, yosun, çilek, rock'n roll sos, teriyaki sos, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, kızarmış karides (0,020 kg), salatalık, avokado, yosun, çilek, rock'n roll sos, teriyaki sos, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/9563452d-d11c-49b1-9bb0-29150e018781.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681251,SUR MAKİ ROLL,530,₺,"Pirinç, yengeç (0,020 kg), avokado, salatalık, mayonez, yosun, acı sos, acı biber, kajun, çörek otu, susam, pul biber, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, yengeç (0,020 kg), avokado, salatalık, mayonez, yosun, acı sos, acı biber, kajun, çörek otu, susam, pul biber, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/9bbf0aa2-5bd0-462a-a71b-7ea2e2bd02b4.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
74,Mama Mia Sushi,Mama Mia Sushi,681252,SÜPER ROCK'N ROLL,570,₺,"Pirinç, yengeç (0,020 kg), avokado, salatalık, krem peynir, yosun, teriyaki sos, somon (0,020), kırmızı panko, wasabi, soya sosu, zencefil turşusu","<p>Pirinç, yengeç (0,020 kg), avokado, salatalık, krem peynir, yosun, teriyaki sos, somon (0,020), kırmızı panko, wasabi, soya sosu, zencefil turşusu</p>",https://cdn.pardonapp.co/products/ac443ae7-f645-4769-965d-0adb25cfd4bc.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/74
140,Bun & Bun Burger,Bun & Bun Burger,681194,DANA ANTRİKOTLU BUN,530,₺,"Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Antrikot (80gr)","<p>Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Antrikot (80gr)</p>",https://cdn.pardonapp.co/products/9e5432c6-b39c-47e1-937d-327da8d15a25.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/140
140,Bun & Bun Burger,Bun & Bun Burger,681195,DANA TANDIRLI BUN,550,₺,"Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Dana Tandır (60gr)","<p>Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Dana Tandır (60gr)</p>",https://cdn.pardonapp.co/products/964bb628-36d3-442f-8074-572c7eb42db2.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/140
140,Bun & Bun Burger,Bun & Bun Burger,681196,TAVUKLU LOLİTA BUN,450,₺,"Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Tavuk Döner (100gr)","<p>Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Tavuk Döner (100gr)</p>",https://cdn.pardonapp.co/products/f2ebae39-7016-41f3-88fb-172a670c487f.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/140
140,Bun & Bun Burger,Bun & Bun Burger,681197,ÇITIR TAVUKLU BUN,460,₺,"Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Tavuk Bonfile (100gr)","<p>Bun Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Tavuk Bonfile (100gr)</p>",https://cdn.pardonapp.co/products/e0f8f9f1-b8f8-4285-96f4-e53c241c32a1.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/140
140,Bun & Bun Burger,Bun & Bun Burger,681198,CHICKEN BURGER BUN,470,₺,"Bun Burger Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Tavuk Bonfile (100gr)","<p>Bun Burger Ekmeği (2 Adet), Rock'n Roll Sos, Kıvırcık, Domates, Turşu, Aspava Sos, Maydanoz, Patates 9x9, Tavuk Bonfile (100gr)</p>",https://cdn.pardonapp.co/products/7f125e2a-79b6-412a-91bc-4461a9d23b7f.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/140
150,Tibokki Pirinç Makarnaları,Tibokki Pirinç Makarnaları,681199,DANA ANTRİKOTLU TİBOKKİ,630,₺,"Tiokki (8 Adet), Dana Antrikot (100 gr) , Havuç, Kabak, Kapya Biber, Mantar Kültür, Kuru Soğan, Milano Sos, Baharatlar","<p>Tiokki (8 Adet), Dana Antrikot (100 gr) , Havuç, Kabak, Kapya Biber, Mantar Kültür, Kuru Soğan, Milano Sos, Baharatlar</p>",https://cdn.pardonapp.co/products/0e021384-77cf-4e26-999e-0a67811b354c.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/150
150,Tibokki Pirinç Makarnaları,Tibokki Pirinç Makarnaları,681200,TAVUKLU TİBOKKİ,550,₺,"Tibokki (8 Adet),Tavuk Bonfile (100 gr) , Havuç, Kabak, Kapya Biber, Mantar Kültür, Kuru Soğan, Milano Sos, Baharatlar","<p>Tibokki&nbsp;&nbsp;(8 Adet),Tavuk Bonfile (100 gr) ,&nbsp; Havuç, Kabak, Kapya Biber, Mantar Kültür, Kuru Soğan, Milano Sos, Baharatlar</p>",https://cdn.pardonapp.co/products/09f464de-af88-4bb9-b79f-2112a057cea6.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/150
18,Noodle & Udon,Noodle & Udon,587269,DANA ETLİ NOODLE,610,₺,"Noodle, dana eti, havuç, lahana, kuru soğan, kabak, kapya biberi, köy biberi, sarımsak, mix soya sos, tereyağ","<p><span style=""font-size: 12px;"">Noodle, dana eti, havuç, lahana, kuru soğan, kabak, kapya biberi, köy biberi, sarımsak, mix soya sos, tereyağ</span></p><div><br></div>",https://cdn.pardonapp.co/products/faf1ab78-b0a9-472f-bd1c-29cbf4f7a852.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/18
18,Noodle & Udon,Noodle & Udon,587275,SCHNITZEL UDON,580,₺,"Udon makarna, schnitzel tavuk, kapya biber, köy biberi, sarımsak, mix soya sos, taze soğan, kavrulmuş susam, tereyağ","<p><span style=""font-size: 12px;"">Udon makarna, schnitzel tavuk, kapya biber, köy biberi, sarımsak, mix soya sos, taze soğan, kavrulmuş susam, tereyağ</span></p><div><br></div>",https://cdn.pardonapp.co/products/16545413-8f59-483e-8eb1-116d20873ec0.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/18
18,Noodle & Udon,Noodle & Udon,587270,TAVUKLU NOODLE,540,₺,"Noodle, ızgara tavuk, lahana, havuç, kabak, kuru soğan, kapya biberi, köy biberi, sarımsak, karabiber, tereyağ","<p><span style=""font-size: 12px;"">Noodle, ızgara tavuk, lahana, havuç, kabak, kuru soğan, kapya biberi, köy biberi, sarımsak, karabiber, tereyağ</span></p><div><br></div>",https://cdn.pardonapp.co/products/9d17daaa-8393-40ba-8474-33706219b62d.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/18
18,Noodle & Udon,Noodle & Udon,587276,ETLİ UDON,630,₺,"Udon makarna, dana eti, kapya biber, köy biberi, kuru soğan, mix soya sos, taze soğan, kavrulmuş susam, sarımsak, tereyağ","<p><span style=""font-size: 12px;"">Udon makarna, dana eti, kapya biber, köy biberi, kuru soğan, mix soya sos, taze soğan, kavrulmuş susam, sarımsak, tereyağ</span></p><div><br></div>",https://cdn.pardonapp.co/products/3366d22b-5ce6-4614-aed0-ae456527cc61.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/18
18,Noodle & Udon,Noodle & Udon,587271,SEBZELİ NOODLE,490,₺,"Noodle, lahana, havuç, kabak, kuru soğan, kapya biberi, köy biberi, sarımsak, mix soya sos, tereyağ","<p><span style=""font-size: 12px;"">Noodle, lahana, havuç, kabak, kuru soğan, kapya biberi, köy biberi, sarımsak, mix soya sos, tereyağ</span></p><div><br></div>",https://cdn.pardonapp.co/products/65b98d55-4711-4ce3-930d-b9a695f8b134.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/18
18,Noodle & Udon,Noodle & Udon,587277,TAVUKLU UDON,560,₺,"Udon makarna, ızgara tavuk, kapya biberi, köy biberi, kuru soğan, taze soğan, mix soya sos, kavrulmuş susam, sarımsak,tereyağ","<p><span style=""font-size: 12px;"">Udon makarna, ızgara tavuk, kapya biberi, köy biberi, kuru soğan, taze soğan, mix soya sos, kavrulmuş susam, sarımsak,tereyağ</span></p><div><br></div>",https://cdn.pardonapp.co/products/881d2418-6aef-48df-899d-84ff86a718a3.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/18
11,Burgerler,Burgerler,191144,NİYOKKİ CLASSIC BURGER,460,₺,"Burger ekmeği içerisinde el yapımı niyokki burger köftesi, kıvırcık, domates, kornişon turşu, kızarmış patates","Burger ekmeği içerisinde el yapımı niyokki burger köftesi, kıvırcık, domates, kornişon turşu, kızarmış patates",https://cdn.pardonapp.co/products/f1048806-c29f-4be8-bb67-737663fb4346.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/11
11,Burgerler,Burgerler,191145,NİYOKKİ CHEESEBURGER,480,₺,"Burger ekmeği içerisinde el yapımı niyokki burger köftesi, kıvırcık, domates, kornişon turşu, cheddar peyniri, kızarmış patates","Burger ekmeği içerisinde el yapımı niyokki burger köftesi, kıvırcık, domates, kornişon turşu, cheddar peyniri, kızarmış patates",https://cdn.pardonapp.co/products/dc7ce731-4fb7-47d1-873f-a32cbcd0615f.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/11
11,Burgerler,Burgerler,191146,NİYOKKİ LOKUM BURGER,530,₺,"Burger ekmeği içerisinde ızgara edilmiş bonfile dilimleri, karamelize soğan, kıvırcık, domates ve kornişon turşu, kızarmış patates","Burger ekmeği içerisinde ızgara edilmiş bonfile dilimleri, karamelize soğan, kıvırcık, domates ve kornişon turşu, kızarmış patates",https://cdn.pardonapp.co/products/c24926f2-cd96-4011-b399-23e14ce3667b.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/11
11,Burgerler,Burgerler,587346,NİYOKKİ TANDIR BURGER,550,₺,"Burger ekmeği içerisinde tandır eti, karamezile soğan, kıvırcık, domates, kornişon turşu, kızarmış patates ile","<p><span style=""font-size: 12px;"">Burger ekmeği içerisinde tandır eti, karamezile soğan, kıvırcık, domates, kornişon turşu, kızarmış patates ile</span></p><div><br></div>",https://cdn.pardonapp.co/products/3aac51cf-afe7-4092-be74-a3e7fd4b3bdb.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/11
102,Venedik Usulü Wrapler,Venedik Usulü Wrapler,587340,VENEDİK USULÜ TAVUKLU WRAP,560,₺,"Tavuk bonfile, jülyen katya biber, jelena kara sagan, jülyen köy biber, master, niyokki mix sos, mozzarella peyniri, tuz,kekik, karabiber, pul biber","<p><span style=""font-size: 12px;"">Tavuk bonfile, jülyen katya biber, jelena kara sagan, jülyen köy biber, master, niyokki mix sos, mozzarella peyniri, tuz,kekik, karabiber, pul biber</span></p><div><br></div>",https://cdn.pardonapp.co/products/8bd7ce9e-2b97-4cc9-85a2-97be929c5191.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/102
102,Venedik Usulü Wrapler,Venedik Usulü Wrapler,587341,VENEDİK USULÜ ETLİ WRAP,630,₺,"Jülyen dana eti, jülyen katya biber, jelena kara sagan, jülyen köy biber, master, niyokki mix sos, mozzarella peyniri, tuz,kekik, karabiber, pul biber","<p><span style=""font-size: 12px;"">Jülyen dana eti, jülyen katya biber, jelena kara sagan, jülyen köy biber, master, niyokki mix sos, mozzarella peyniri, tuz,kekik, karabiber, pul biber</span></p><div><br></div>",https://cdn.pardonapp.co/products/0b07411c-d204-4733-a9fe-e6d7ca3e23f2.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/102
102,Venedik Usulü Wrapler,Venedik Usulü Wrapler,587342,VENEDİK USULÜ KÖFTELİ WRAP,590,₺,"El yapımı ızgara köfte, jülyen kapya biber, jülyen kuru soğan, jülyen köy biber, mantar, niyokki mix sos, mozzarella peyniri, tuz, kekik, karabiber, pul biber","<p><span style=""font-size: 12px;"">El yapımı ızgara köfte, jülyen kapya biber, jülyen kuru soğan, jülyen köy biber, mantar, niyokki mix sos, mozzarella peyniri, tuz, kekik, karabiber, pul biber</span></p><div><br></div>",https://cdn.pardonapp.co/products/83b31461-8e6e-4a66-a3d1-5da9fba72c38.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/102
102,Venedik Usulü Wrapler,Venedik Usulü Wrapler,587343,VENEDİK USULÜ TANDIRLI WRAP,670,₺,"Tandır eti, jülyen kapya biber, jülyen kuru soğan, jülyen köy biber, mantar, niyokki mix sos, mozzarella peyniri, tuz, kekik, karabiber, pul biber","<p><span style=""font-size: 12px;"">Tandır eti, jülyen kapya biber, jülyen kuru soğan, jülyen köy biber, mantar, niyokki mix sos, mozzarella peyniri, tuz, kekik, karabiber, pul biber</span></p><div><br></div>",https://cdn.pardonapp.co/products/077a1caa-e31f-472d-95a4-ece746e639f7.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/102
6,Ana Yemekler,Ana Yemekler,587368,LOKUM BONFİLE,950,₺,"Izgara bonfile dilimleri, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde","<p><span style=""font-size: 12px;"">Izgara bonfile dilimleri, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/0a2d263d-62d7-4124-aa87-fa20a5a02fa6.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587369,DANA ANTRİKOT,890,₺,"Izgara dana antrikot, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde","<p><span style=""font-size: 12px;"">Izgara dana antrikot, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/a0bd97d7-1ace-4096-a2a4-7d03b7ed5b75.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587370,IZGARA KÖFTE,710,₺,"Ev yapımı ızgara köfte, patates kızartması, akdeniz yeşilliğ eşliğinde","<p><span style=""font-size: 12px;"">Ev yapımı ızgara köfte, patates kızartması, akdeniz yeşilliğ eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/b01b4afd-dfa0-42af-b099-6ce728361161.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587372,TAVUK KÜLBASTI,680,₺,"Izgara tavuk külbastı, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde","<p><span style=""font-size: 12px;"">Izgara tavuk külbastı, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/b2d35973-a073-4b0a-b2cf-e3a40bf65fb7.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587373,TAVUK ŞİNİTZEL,700,₺,"Panelenmiş tavuk bonfile, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde","<p><span style=""font-size: 12px;"">Panelenmiş tavuk bonfile, haşlanmış baharatlı patates ve kremalı ıspanak eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/4f147879-8550-4935-a002-747a4da97ec2.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587374,IZGARA SOMON,840,₺,"Kremalı ıspanak yatağında ızgara somon, haşlanmış baharatlı patates eşliğinde","<p><span style=""font-size: 12px;"">Kremalı ıspanak yatağında ızgara somon, haşlanmış baharatlı patates eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/3fddf4d1-9725-4353-b5fc-bb5241dc2dc3.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587377,TAVUKLU FAJİTA,700,₺,"Izgara tavuk bonfile, kapya biber, köy biber, mantar, soğan, sarımsak, tortilla ekmeği, tuz karabiber, niyokki mix sos, terayağı, salsa sos, sour cream sos, avokado sos eşliğinde","<p><span style=""font-size: 12px;"">Izgara tavuk bonfile, kapya biber, köy biber, mantar, soğan, sarımsak, tortilla ekmeği, tuz karabiber, niyokki mix sos, terayağı, salsa sos, sour cream sos, avokado sos eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/0dde8be4-8279-4d05-a06b-807bfe86cd15.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
6,Ana Yemekler,Ana Yemekler,587378,ETLİ FAJİTA,810,₺,"Izgara dana bonfile, kapya biber, köy biber, mantar, soğan, sarımsak, tortilla ekmeği, tuz karabiber, niyokki mix sos, terayağı, salsa sos, sour cream sos, avokado sos eşliğinde","<p><span style=""font-size: 12px;"">Izgara dana bonfile, kapya biber, köy biber, mantar, soğan, sarımsak, tortilla ekmeği, tuz karabiber, niyokki mix sos, terayağı, salsa sos, sour cream sos, avokado sos eşliğinde</span></p><div><br></div>",https://cdn.pardonapp.co/products/ac339273-2c12-44c6-9c4f-641ec50e6ee1.webp,https://webmenu.pardonapp.co/tr/niyokki-elazig/2387/menu/6
